,0
27527,"very good
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤"
27528,fun game
27529,"goood 
"
27530,"very good
"
27531,"Game of shit
Gl Hf"
27532,:)
27533,game is full of gays
27534,valorant better
27535,Fun game. Would recommend
27536,i played this when i was 12 and its still go fun game
27537,"very good, very fun to mess around in competitive."
27538,Yeah sure👍🏾
27539,"FODA
"
27540,nice game
27541,nice game
27542,nice game
27543,:)
27544,Very addicting game especially once you get into comp/faceit or trading skins.
27545,Awesome game when u not play the actual game.
27546,Good
27547,русская стрелялка
27548,bbc
27549,Awesome game. Playing since 1.6
27550,"RUSH B! Go, Go, Go! 

⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄
⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄
⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄
⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄
⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄
⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄
⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄
⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠄⠄⠄⠄⢹⣿⣿⣿⣿⣿⣿⣿⣿⠁⠄
⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠏⠄⠄⠄⠄⠄⠸⣿⣿⣿⣿⣿⡿⢟⣣⣀"
27551,good gam
27552,best game
27553,BEST FPS IN THE WORLD!!!!!
27554,9mm pistol hedshot instant but beeg rifle do no
27555,1
27556,E FUN MEN
27557,"I absolutely love this game due to it's re-playability. I never get bored if there are active players online, which is most of the time. I constantly find myself coming back to this one since there's always stuff to do. the fun never ends yo. Highly recommend!"
27558,good
27559,"Faceit +++
MM ----"
27560,not bad at all
27561,"I downloaded CS:GO around 3-4 months ago, and i can proudly say that the only thing that i have benefited from the game is a broken keyboard and free Russian classes"
27562,very good game
27563,"gaming
"
27564,best game ever
27565,cs:go must kill valorant
27566,it game
27567,one of the ultimate classics. i was a fan of 1.6 as a teen and got introduced this game in my late teens. helped me push through college. helped making for friends as travelled quite abit to compete and met new people. good for social development too haha
27568,"fun game but i keep raging because bad accuracy in this dogshit game
"
27569,"game makes me angry
game makes me sad
makes me want to kill my self when i lose
10/10 would play again"
27570,old ass game
27571,..
27572,fun
27573,The best game at the same time the worst game
27574,"couldve been a good game but the cash grab and the amount of cheaters + hitbox issues makes it unplayable, sad i spent 500 hours on this"
27575,"ez
"
27576,Nice
27577,"Only if you want to spend the rest of your days wondering, dreaming about how different things could have been if you just never missed that shot. That one shot....."
27578,"Very nice food and service. I will recommend this restaurant to anyone. I also liked the cheap prices, but the line for the toilet was very long and I had to pee really bad so I ended up peeing in the soup they gave me and just returned it saying it tasted funny."
27579,i love hack :) its fun to play when you dont hack
27580,Its one of those games that is both simple and fun.Can also be challenging and exciting.Many different tactics and strategies to learn and use most fair skill based game i play 10/10 game.
27581,This game robs my money :)
27582,great game
27583,NOICE!
27584,bolest
27585,Yes
27586,Good game!
27587,lets goooo!
27588,Turi ip turi ip ip ip
27589,Fun game with a great skill gap. Play
27590,"I really love it!
"
27591,NICE GAME
27592,yolo
27593,this game makes me cry somtimes but mostly its fun
27594,Im going to break my monitor i swear.
27595,spaf game dont buy
27596,fun game
27597,won 22 games in a row lost 1 and deranked. 10/10 veri good
27598,no balance
27599,nice
27600,I got cancer from this game. worth it
27601,Skins are too expensive
27602,I don't think I need to write a review...
27603,fun game
27604,why are my bullets not hitting the enemies head
27605,"this game is ok, its kind of like valorant."
27606,Very good game but too many hackers...
27607,"apart from the horrible ranking system yeah the game is fine 

literally you win 8 matches in a row don`t go up a rank, then lose 3 in a row and go down 2 ranks noice. also if you don`t play for 1 month you lose the rank and then when you win you are like 2 ranks worse than the last time you played ahha"
27608,magari tamashia
27609,tidzeijss insane
27610,MM LUL
27611,VALORANT IS WAAAAAY BETTER
27612,fun
27613,I lost my virginity
27614,good
27615,noice
27616,jes
27617,"
Please add SEX! 
⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄
⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄
⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄
⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄
⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄
⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄
⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄"
27618,Its alright
27619,Dont do it
27620,"its good
"
27621,"Theres war everyday. This game makes you feal small, But for good reason. Its a game. Fps stays true. If you are slow you'l loose but if you are quick you win. :)"
27622,I tried it and it's not for me.
27623,W Game only in customs. If you play MM you're pitted against smurfs and your team consists of a bunch of 1 y/o's that just downloaded. It's pretty decent nonetheless. 5.5/10
27624,Very fun. Not so fun when you get a cheater if you don't pay for prime.
27625,i hate this game it makes me want to get driven over by a bus
27626,good game
27627,alot of death
27628,Alright
27629,"k
"
27630,Can never get enough of this game.
27631,"i love men
"
27632,sklet
27633,"It's a good game except for hackers!

Don't even complain about smurfs. CS:GO is not a 1-day game and smurf is not an issue in the long run!

Too much hatred and very less understanding community (almost all) to the point, that they hate hackers so much that they start hacking to get back at them, and get VAC banned, and then starts writing a review HERE against hackers...???? what???? Are you kidding me??? Lacking emoticons!!! O.o ^_^

Correct yourself and make the community better! Yes, I do recommend this. You cannot stop hackers unless you can change the attitude!

You are talking about bad community..? We are the community ******!

How to change ourselves: To begin with.. Unfriend your hacker friend first and block him even if he just hacked once. That is just the start and we have miles to go now! Good Luck!
"
27634,well
27635,I point and shoot things >:3
27636,hacks land
27637,gud
27638,gay
27639,"Nice game but i don't like how they change the maps like dust 2 (no more snipeing long)
8/10"
27640,Best game ever i had played
27641,bruh this game hard fr
27642,"not a fok
"
27643,this shit is ass
27644,Its basically CS: Source with slightly updated graphics and sound that doesn't work half the time. Source was better.
27645,very good game
27646,love this game
27647,w game but 2 many hackers
27648,one of the best shooting games
27649,good all around
27650,this game is really fun to play with friends and it sure is an experience u will never forget its also really competitive wich is good for ur ego and if u like this type of pvp so go play it
27651,always aim for the head
27652,"Counter Strike Global Offensive is a game developed by Valve.
It is extremely difficult, considering you have to wrangle teammates, manage your economy, predict your enemies economy, buy the correct 𝕤𝕙𝕚𝕥 and then aim for the head and spray correctly.

Then there is a bunch of extra 𝕤𝕙𝕚𝕥 like grenades, objectives, utility and whatever the 𝕗𝕦𝕔𝕜 not.
It's not a game for everyone, you have to be really good with your mouse.

There's a story that someone was so good with his mouse that he became the mouse.
The mouse permanently fused into his hand. Now he has to use his other hand for certain things.

The game has multiple maps, including dust 2 which is the only map, and Mirage. But mirage...really isn't working these days.

The game will bring you so many fun experiences, like playing a game with Aldon Hilter, as he only buys a Negev and politely refuses to buy anything else. As we lose 14-16, against 4 bots.

This game is fun: In the words of a certain person, this is 𝕗𝕦𝕔𝕜𝕚𝕟𝕘 gameplay

You can play as the the terrorists, and blow 𝕤𝕙𝕚𝕥 up while praying to the one god, or you can play as the counter terrorists, who counter terrorists' terrorizing terrorism.

Some of the guns are: The deagle, the AK-47, the P90, the AWP, and most important and deadliest of all: the decoy grenade.

Not many people know that every decoy grenade is sent from the deepest circles of hell, where the souls of the damned are burned and seared alive for all eternity.

On your journey to become better at this game, you will encounter smurfs, non-bilingual Russians, toxicity, mute people, people who make you realize that CS:GO causes metaphysical retardation, or will at least make you consider that being true.

But the worst of all: people who type ""Nice Try"", after you fail your 𝕗𝕦𝕔𝕜𝕚𝕟𝕘 𝕤𝕙𝕚𝕥𝕥𝕪 clutch attempt.

There are a lot of mods for the game, like bunny hopping servers, 1v1 servers, surfing servers, jailbreak and a lot of other stuff.

I almost forgot to mention the skins, every single gun can be cosmetically customized if you have the money. Every skin is different and has a different price, ranging from your generic pistol skin, to a 1600 dollar knife skin.

It's a great game, it's also perfectly 𝕗𝕦𝕔𝕜𝕚𝕟𝕘 free: So go get it."
27653,Is good poo poo poo game fun poo
27654,Nice game
27655,This game is great i like it becasue of a couple of reasons. My first reason is that is a pc first person shooter. Good graphics. And it is a great gaming comunatiy. - Preston Adams
27656,"W FOR THIS GAME
"
27657,"Once you get yourself up, you can play without worring about anything."
27658,Perfect game
27659,russian hardbass is yes
27660,VERY NICE GAME I'VE SPENT OVER 70K IN THIS GAME AND ILL HIGHLY RECOMMED THIS GAME SO THAT MORE PPL SPEND THEIR MONEY
27661,sucks
27662,fucking cheaters man :(
27663,"if u wanna be screamed at and verbally abused by Russians with shitty mics, this is the game for u..."
27664,bad
27665,"GOOD GAME.

EU SERVERS INVADED BY RUSSIANS."
27666,:/
27667,hell yeah
27668,Best first-person shooter found at steam
27669,very good game if u play it i recomand u to delete it and kill urself
27670,"Play this game if you love hackers and racism. This is the closest thing someone can get to chinese water torture other than league of legends. However, as a true masochist, I am addicted."
27671,no aim = gay surfing good though
27672,"- Wake up
- Copy someone else's review
- Shower
- CSGO
- Miss sniper shot
- Loose competitive game
- Look at skins
- Cry because can't afford skins
- Post copied review
- Go sleep
- Wake up with more likes than original review
- Repeat"
27673,sa ma cc
27674,"good
"
27675,fxcxgvhgv
27676, wagee gee goo goo ga ga woopty doo silver is the best i love playing games with people who have 2iq o wait das me
27677,10/10 more toxic than any other fps: more fun.
27678,didn't even launch
27679,dog
27680,I liked the game
27681,"play this game if u love Russians there is like 99% of russians and they often dont speak english 
( think im trolling..... no im serious)"
